date,component,value
2018-10-07,wiki_ext,26915
2018-10-08,wiki_ext,23340
2018-10-09,wiki_ext,21817
2018-10-10,wiki_ext,18898
2018-10-11,wiki_ext,18855
2018-10-12,wiki_ext,19845
2018-10-13,wiki_ext,12230
2018-10-14,wiki_ext,12486
2018-10-15,wiki_ext,14832
2018-10-16,wiki_ext,14290
2018-10-17,wiki_ext,15943
2018-10-18,wiki_ext,13403
2018-10-19,wiki_ext,11850
2018-10-20,wiki_ext,9469
2018-10-21,wiki_ext,10446
2018-10-22,wiki_ext,12590
2018-10-23,wiki_ext,14323
2018-10-24,wiki_ext,13589
2018-10-25,wiki_ext,12274
2018-10-26,wiki_ext,11302
2018-10-27,wiki_ext,9126
2018-10-28,wiki_ext,9785
2018-10-29,wiki_ext,11853
2018-10-30,wiki_ext,11256
2018-10-31,wiki_ext,11237
2018-11-01,wiki_ext,12494
2018-11-02,wiki_ext,11808
2018-11-03,wiki_ext,8124
2018-11-04,wiki_ext,9074
2018-11-05,wiki_ext,11728
2018-11-06,wiki_ext,11932
2018-11-07,wiki_ext,11315
2018-11-08,wiki_ext,11099
2018-11-09,wiki_ext,9827
2018-11-10,wiki_ext,7373
2018-11-11,wiki_ext,7945
2018-11-12,wiki_ext,10397
2018-11-13,wiki_ext,14320
2018-11-14,wiki_ext,12951
2018-11-15,wiki_ext,11192
2018-11-16,wiki_ext,11113
2018-11-17,wiki_ext,8762
2018-11-18,wiki_ext,9002
2018-11-19,wiki_ext,9883
2018-11-20,wiki_ext,9860
2018-11-21,wiki_ext,9644
2018-11-22,wiki_ext,7818
2018-11-23,wiki_ext,8807
2018-11-24,wiki_ext,12548
2018-11-25,wiki_ext,13421
2018-11-26,wiki_ext,13926
2018-11-27,wiki_ext,20938
2018-11-28,wiki_ext,21579
2018-11-29,wiki_ext,19656
2018-11-30,wiki_ext,16368
2018-12-01,wiki_ext,11560
2018-12-02,wiki_ext,12644
2018-12-03,wiki_ext,16389
2018-12-04,wiki_ext,34012
2018-12-05,wiki_ext,27429
2018-12-06,wiki_ext,22657
2018-12-07,wiki_ext,19571
2018-12-08,wiki_ext,15997
2018-12-09,wiki_ext,21847
2018-12-10,wiki_ext,19488
2018-12-11,wiki_ext,19668
2018-12-12,wiki_ext,15370
2018-12-13,wiki_ext,17025
2018-12-14,wiki_ext,15129
2018-12-15,wiki_ext,17796
2018-12-16,wiki_ext,11983
2018-12-17,wiki_ext,12636
2018-12-18,wiki_ext,11156
2018-12-19,wiki_ext,12771
2018-12-20,wiki_ext,10958
2018-12-21,wiki_ext,9277
2018-12-22,wiki_ext,9342
2018-12-23,wiki_ext,9771
2018-12-24,wiki_ext,7957
2018-12-25,wiki_ext,7063
2018-12-26,wiki_ext,7086
2018-12-27,wiki_ext,10115
2018-12-28,wiki_ext,8403
2018-12-29,wiki_ext,9845
2018-12-30,wiki_ext,11331
