date,article,views
2018-02-24,Daniel_Prude,0.0
2018-02-24,Death_of_Anthony_Baez,0.0
2018-02-24,Death_of_Michael_Stewart,51.0
2018-02-24,Killing_of_Akai_Gurley,0.0
2018-02-24,Killing_of_Amadou_Diallo,0.0
2018-02-24,Killing_of_Daniel_Prude,0.0
2018-02-24,Killing_of_Deborah_Danner,0.0
2018-02-24,Killing_of_Gidone_Busch,0.0
2018-02-24,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-02-24,Killing_of_Randolph_Evans,0.0
2018-02-24,Killing_of_Sean_Bell,0.0
2018-02-25,Daniel_Prude,0.0
2018-02-25,Death_of_Anthony_Baez,0.0
2018-02-25,Death_of_Michael_Stewart,278.0
2018-02-25,Killing_of_Akai_Gurley,0.0
2018-02-25,Killing_of_Amadou_Diallo,0.0
2018-02-25,Killing_of_Daniel_Prude,0.0
2018-02-25,Killing_of_Deborah_Danner,0.0
2018-02-25,Killing_of_Gidone_Busch,0.0
2018-02-25,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-02-25,Killing_of_Randolph_Evans,0.0
2018-02-25,Killing_of_Sean_Bell,0.0
2018-02-26,Daniel_Prude,0.0
2018-02-26,Death_of_Anthony_Baez,0.0
2018-02-26,Death_of_Michael_Stewart,92.0
2018-02-26,Killing_of_Akai_Gurley,0.0
2018-02-26,Killing_of_Amadou_Diallo,0.0
2018-02-26,Killing_of_Daniel_Prude,0.0
2018-02-26,Killing_of_Deborah_Danner,0.0
2018-02-26,Killing_of_Gidone_Busch,0.0
2018-02-26,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-02-26,Killing_of_Randolph_Evans,0.0
2018-02-26,Killing_of_Sean_Bell,0.0
2018-02-27,Daniel_Prude,0.0
2018-02-27,Death_of_Anthony_Baez,0.0
2018-02-27,Death_of_Michael_Stewart,117.0
2018-02-27,Killing_of_Akai_Gurley,0.0
2018-02-27,Killing_of_Amadou_Diallo,0.0
2018-02-27,Killing_of_Daniel_Prude,0.0
2018-02-27,Killing_of_Deborah_Danner,0.0
2018-02-27,Killing_of_Gidone_Busch,0.0
2018-02-27,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-02-27,Killing_of_Randolph_Evans,0.0
2018-02-27,Killing_of_Sean_Bell,0.0
2018-02-28,Daniel_Prude,0.0
2018-02-28,Death_of_Anthony_Baez,0.0
2018-02-28,Death_of_Michael_Stewart,110.0
2018-02-28,Killing_of_Akai_Gurley,0.0
2018-02-28,Killing_of_Amadou_Diallo,0.0
2018-02-28,Killing_of_Daniel_Prude,0.0
2018-02-28,Killing_of_Deborah_Danner,0.0
2018-02-28,Killing_of_Gidone_Busch,0.0
2018-02-28,Killing_of_Kenneth_Chamberlain_Sr.,1.0
2018-02-28,Killing_of_Randolph_Evans,0.0
2018-02-28,Killing_of_Sean_Bell,0.0
2018-03-01,Daniel_Prude,0.0
2018-03-01,Death_of_Anthony_Baez,0.0
2018-03-01,Death_of_Michael_Stewart,81.0
2018-03-01,Killing_of_Akai_Gurley,0.0
2018-03-01,Killing_of_Amadou_Diallo,0.0
2018-03-01,Killing_of_Daniel_Prude,0.0
2018-03-01,Killing_of_Deborah_Danner,0.0
2018-03-01,Killing_of_Gidone_Busch,0.0
2018-03-01,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-01,Killing_of_Randolph_Evans,0.0
2018-03-01,Killing_of_Sean_Bell,0.0
2018-03-02,Daniel_Prude,0.0
2018-03-02,Death_of_Anthony_Baez,0.0
2018-03-02,Death_of_Michael_Stewart,104.0
2018-03-02,Killing_of_Akai_Gurley,0.0
2018-03-02,Killing_of_Amadou_Diallo,0.0
2018-03-02,Killing_of_Daniel_Prude,0.0
2018-03-02,Killing_of_Deborah_Danner,0.0
2018-03-02,Killing_of_Gidone_Busch,0.0
2018-03-02,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-02,Killing_of_Randolph_Evans,0.0
2018-03-02,Killing_of_Sean_Bell,0.0
2018-03-03,Daniel_Prude,0.0
2018-03-03,Death_of_Anthony_Baez,0.0
2018-03-03,Death_of_Michael_Stewart,88.0
2018-03-03,Killing_of_Akai_Gurley,0.0
2018-03-03,Killing_of_Amadou_Diallo,0.0
2018-03-03,Killing_of_Daniel_Prude,0.0
2018-03-03,Killing_of_Deborah_Danner,0.0
2018-03-03,Killing_of_Gidone_Busch,0.0
2018-03-03,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-03,Killing_of_Randolph_Evans,0.0
2018-03-03,Killing_of_Sean_Bell,0.0
2018-03-04,Daniel_Prude,0.0
2018-03-04,Death_of_Anthony_Baez,0.0
2018-03-04,Death_of_Michael_Stewart,104.0
2018-03-04,Killing_of_Akai_Gurley,0.0
2018-03-04,Killing_of_Amadou_Diallo,0.0
2018-03-04,Killing_of_Daniel_Prude,0.0
2018-03-04,Killing_of_Deborah_Danner,0.0
2018-03-04,Killing_of_Gidone_Busch,0.0
2018-03-04,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-04,Killing_of_Randolph_Evans,0.0
2018-03-04,Killing_of_Sean_Bell,0.0
2018-03-05,Daniel_Prude,0.0
2018-03-05,Death_of_Anthony_Baez,0.0
2018-03-05,Death_of_Michael_Stewart,92.0
2018-03-05,Killing_of_Akai_Gurley,0.0
2018-03-05,Killing_of_Amadou_Diallo,0.0
2018-03-05,Killing_of_Daniel_Prude,0.0
2018-03-05,Killing_of_Deborah_Danner,0.0
2018-03-05,Killing_of_Gidone_Busch,0.0
2018-03-05,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-05,Killing_of_Randolph_Evans,0.0
2018-03-05,Killing_of_Sean_Bell,0.0
2018-03-06,Daniel_Prude,0.0
2018-03-06,Death_of_Anthony_Baez,0.0
2018-03-06,Death_of_Michael_Stewart,87.0
2018-03-06,Killing_of_Akai_Gurley,0.0
2018-03-06,Killing_of_Amadou_Diallo,0.0
2018-03-06,Killing_of_Daniel_Prude,0.0
2018-03-06,Killing_of_Deborah_Danner,0.0
2018-03-06,Killing_of_Gidone_Busch,0.0
2018-03-06,Killing_of_Kenneth_Chamberlain_Sr.,1.0
2018-03-06,Killing_of_Randolph_Evans,0.0
2018-03-06,Killing_of_Sean_Bell,0.0
2018-03-07,Daniel_Prude,0.0
2018-03-07,Death_of_Anthony_Baez,0.0
2018-03-07,Death_of_Michael_Stewart,124.0
2018-03-07,Killing_of_Akai_Gurley,0.0
2018-03-07,Killing_of_Amadou_Diallo,0.0
2018-03-07,Killing_of_Daniel_Prude,0.0
2018-03-07,Killing_of_Deborah_Danner,0.0
2018-03-07,Killing_of_Gidone_Busch,0.0
2018-03-07,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-07,Killing_of_Randolph_Evans,0.0
2018-03-07,Killing_of_Sean_Bell,0.0
2018-03-08,Daniel_Prude,0.0
2018-03-08,Death_of_Anthony_Baez,0.0
2018-03-08,Death_of_Michael_Stewart,98.0
2018-03-08,Killing_of_Akai_Gurley,0.0
2018-03-08,Killing_of_Amadou_Diallo,0.0
2018-03-08,Killing_of_Daniel_Prude,0.0
2018-03-08,Killing_of_Deborah_Danner,0.0
2018-03-08,Killing_of_Gidone_Busch,0.0
2018-03-08,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-08,Killing_of_Randolph_Evans,0.0
2018-03-08,Killing_of_Sean_Bell,0.0
2018-03-09,Daniel_Prude,0.0
2018-03-09,Death_of_Anthony_Baez,0.0
2018-03-09,Death_of_Michael_Stewart,55.0
2018-03-09,Killing_of_Akai_Gurley,0.0
2018-03-09,Killing_of_Amadou_Diallo,0.0
2018-03-09,Killing_of_Daniel_Prude,0.0
2018-03-09,Killing_of_Deborah_Danner,0.0
2018-03-09,Killing_of_Gidone_Busch,0.0
2018-03-09,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-09,Killing_of_Randolph_Evans,0.0
2018-03-09,Killing_of_Sean_Bell,0.0
2018-03-10,Daniel_Prude,0.0
2018-03-10,Death_of_Anthony_Baez,0.0
2018-03-10,Death_of_Michael_Stewart,135.0
2018-03-10,Killing_of_Akai_Gurley,0.0
2018-03-10,Killing_of_Amadou_Diallo,0.0
2018-03-10,Killing_of_Daniel_Prude,0.0
2018-03-10,Killing_of_Deborah_Danner,0.0
2018-03-10,Killing_of_Gidone_Busch,0.0
2018-03-10,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-10,Killing_of_Randolph_Evans,0.0
2018-03-10,Killing_of_Sean_Bell,0.0
2018-03-11,Daniel_Prude,0.0
2018-03-11,Death_of_Anthony_Baez,0.0
2018-03-11,Death_of_Michael_Stewart,70.0
2018-03-11,Killing_of_Akai_Gurley,0.0
2018-03-11,Killing_of_Amadou_Diallo,0.0
2018-03-11,Killing_of_Daniel_Prude,0.0
2018-03-11,Killing_of_Deborah_Danner,0.0
2018-03-11,Killing_of_Gidone_Busch,0.0
2018-03-11,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-11,Killing_of_Randolph_Evans,0.0
2018-03-11,Killing_of_Sean_Bell,0.0
2018-03-12,Daniel_Prude,0.0
2018-03-12,Death_of_Anthony_Baez,0.0
2018-03-12,Death_of_Michael_Stewart,70.0
2018-03-12,Killing_of_Akai_Gurley,0.0
2018-03-12,Killing_of_Amadou_Diallo,0.0
2018-03-12,Killing_of_Daniel_Prude,0.0
2018-03-12,Killing_of_Deborah_Danner,0.0
2018-03-12,Killing_of_Gidone_Busch,0.0
2018-03-12,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-12,Killing_of_Randolph_Evans,0.0
2018-03-12,Killing_of_Sean_Bell,0.0
2018-03-13,Daniel_Prude,0.0
2018-03-13,Death_of_Anthony_Baez,0.0
2018-03-13,Death_of_Michael_Stewart,62.0
2018-03-13,Killing_of_Akai_Gurley,0.0
2018-03-13,Killing_of_Amadou_Diallo,0.0
2018-03-13,Killing_of_Daniel_Prude,0.0
2018-03-13,Killing_of_Deborah_Danner,0.0
2018-03-13,Killing_of_Gidone_Busch,0.0
2018-03-13,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-13,Killing_of_Randolph_Evans,0.0
2018-03-13,Killing_of_Sean_Bell,0.0
2018-03-14,Daniel_Prude,0.0
2018-03-14,Death_of_Anthony_Baez,0.0
2018-03-14,Death_of_Michael_Stewart,61.0
2018-03-14,Killing_of_Akai_Gurley,0.0
2018-03-14,Killing_of_Amadou_Diallo,0.0
2018-03-14,Killing_of_Daniel_Prude,0.0
2018-03-14,Killing_of_Deborah_Danner,0.0
2018-03-14,Killing_of_Gidone_Busch,0.0
2018-03-14,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-14,Killing_of_Randolph_Evans,0.0
2018-03-14,Killing_of_Sean_Bell,0.0
2018-03-15,Daniel_Prude,0.0
2018-03-15,Death_of_Anthony_Baez,0.0
2018-03-15,Death_of_Michael_Stewart,102.0
2018-03-15,Killing_of_Akai_Gurley,0.0
2018-03-15,Killing_of_Amadou_Diallo,0.0
2018-03-15,Killing_of_Daniel_Prude,0.0
2018-03-15,Killing_of_Deborah_Danner,0.0
2018-03-15,Killing_of_Gidone_Busch,0.0
2018-03-15,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-15,Killing_of_Randolph_Evans,0.0
2018-03-15,Killing_of_Sean_Bell,0.0
2018-03-16,Daniel_Prude,0.0
2018-03-16,Death_of_Anthony_Baez,0.0
2018-03-16,Death_of_Michael_Stewart,53.0
2018-03-16,Killing_of_Akai_Gurley,0.0
2018-03-16,Killing_of_Amadou_Diallo,0.0
2018-03-16,Killing_of_Daniel_Prude,0.0
2018-03-16,Killing_of_Deborah_Danner,0.0
2018-03-16,Killing_of_Gidone_Busch,0.0
2018-03-16,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-16,Killing_of_Randolph_Evans,0.0
2018-03-16,Killing_of_Sean_Bell,0.0
2018-03-17,Daniel_Prude,0.0
2018-03-17,Death_of_Anthony_Baez,0.0
2018-03-17,Death_of_Michael_Stewart,58.0
2018-03-17,Killing_of_Akai_Gurley,0.0
2018-03-17,Killing_of_Amadou_Diallo,0.0
2018-03-17,Killing_of_Daniel_Prude,0.0
2018-03-17,Killing_of_Deborah_Danner,0.0
2018-03-17,Killing_of_Gidone_Busch,0.0
2018-03-17,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-17,Killing_of_Randolph_Evans,0.0
2018-03-17,Killing_of_Sean_Bell,0.0
2018-03-18,Daniel_Prude,0.0
2018-03-18,Death_of_Anthony_Baez,0.0
2018-03-18,Death_of_Michael_Stewart,67.0
2018-03-18,Killing_of_Akai_Gurley,0.0
2018-03-18,Killing_of_Amadou_Diallo,0.0
2018-03-18,Killing_of_Daniel_Prude,0.0
2018-03-18,Killing_of_Deborah_Danner,0.0
2018-03-18,Killing_of_Gidone_Busch,0.0
2018-03-18,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-18,Killing_of_Randolph_Evans,0.0
2018-03-18,Killing_of_Sean_Bell,0.0
2018-03-19,Daniel_Prude,0.0
2018-03-19,Death_of_Anthony_Baez,0.0
2018-03-19,Death_of_Michael_Stewart,63.0
2018-03-19,Killing_of_Akai_Gurley,0.0
2018-03-19,Killing_of_Amadou_Diallo,0.0
2018-03-19,Killing_of_Daniel_Prude,0.0
2018-03-19,Killing_of_Deborah_Danner,0.0
2018-03-19,Killing_of_Gidone_Busch,0.0
2018-03-19,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-19,Killing_of_Randolph_Evans,0.0
2018-03-19,Killing_of_Sean_Bell,0.0
2018-03-20,Daniel_Prude,0.0
2018-03-20,Death_of_Anthony_Baez,0.0
2018-03-20,Death_of_Michael_Stewart,84.0
2018-03-20,Killing_of_Akai_Gurley,0.0
2018-03-20,Killing_of_Amadou_Diallo,0.0
2018-03-20,Killing_of_Daniel_Prude,0.0
2018-03-20,Killing_of_Deborah_Danner,0.0
2018-03-20,Killing_of_Gidone_Busch,0.0
2018-03-20,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-20,Killing_of_Randolph_Evans,0.0
2018-03-20,Killing_of_Sean_Bell,0.0
2018-03-21,Daniel_Prude,0.0
2018-03-21,Death_of_Anthony_Baez,0.0
2018-03-21,Death_of_Michael_Stewart,62.0
2018-03-21,Killing_of_Akai_Gurley,0.0
2018-03-21,Killing_of_Amadou_Diallo,0.0
2018-03-21,Killing_of_Daniel_Prude,0.0
2018-03-21,Killing_of_Deborah_Danner,0.0
2018-03-21,Killing_of_Gidone_Busch,0.0
2018-03-21,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-21,Killing_of_Randolph_Evans,0.0
2018-03-21,Killing_of_Sean_Bell,0.0
2018-03-22,Daniel_Prude,0.0
2018-03-22,Death_of_Anthony_Baez,0.0
2018-03-22,Death_of_Michael_Stewart,54.0
2018-03-22,Killing_of_Akai_Gurley,0.0
2018-03-22,Killing_of_Amadou_Diallo,0.0
2018-03-22,Killing_of_Daniel_Prude,0.0
2018-03-22,Killing_of_Deborah_Danner,0.0
2018-03-22,Killing_of_Gidone_Busch,0.0
2018-03-22,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-22,Killing_of_Randolph_Evans,0.0
2018-03-22,Killing_of_Sean_Bell,0.0
2018-03-23,Daniel_Prude,0.0
2018-03-23,Death_of_Anthony_Baez,0.0
2018-03-23,Death_of_Michael_Stewart,48.0
2018-03-23,Killing_of_Akai_Gurley,0.0
2018-03-23,Killing_of_Amadou_Diallo,0.0
2018-03-23,Killing_of_Daniel_Prude,0.0
2018-03-23,Killing_of_Deborah_Danner,0.0
2018-03-23,Killing_of_Gidone_Busch,0.0
2018-03-23,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-23,Killing_of_Randolph_Evans,0.0
2018-03-23,Killing_of_Sean_Bell,0.0
2018-03-24,Daniel_Prude,0.0
2018-03-24,Death_of_Anthony_Baez,0.0
2018-03-24,Death_of_Michael_Stewart,51.0
2018-03-24,Killing_of_Akai_Gurley,0.0
2018-03-24,Killing_of_Amadou_Diallo,0.0
2018-03-24,Killing_of_Daniel_Prude,0.0
2018-03-24,Killing_of_Deborah_Danner,0.0
2018-03-24,Killing_of_Gidone_Busch,0.0
2018-03-24,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-24,Killing_of_Randolph_Evans,0.0
2018-03-24,Killing_of_Sean_Bell,0.0
2018-03-25,Daniel_Prude,0.0
2018-03-25,Death_of_Anthony_Baez,0.0
2018-03-25,Death_of_Michael_Stewart,88.0
2018-03-25,Killing_of_Akai_Gurley,0.0
2018-03-25,Killing_of_Amadou_Diallo,0.0
2018-03-25,Killing_of_Daniel_Prude,0.0
2018-03-25,Killing_of_Deborah_Danner,0.0
2018-03-25,Killing_of_Gidone_Busch,0.0
2018-03-25,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-25,Killing_of_Randolph_Evans,0.0
2018-03-25,Killing_of_Sean_Bell,0.0
2018-03-26,Daniel_Prude,0.0
2018-03-26,Death_of_Anthony_Baez,0.0
2018-03-26,Death_of_Michael_Stewart,62.0
2018-03-26,Killing_of_Akai_Gurley,0.0
2018-03-26,Killing_of_Amadou_Diallo,0.0
2018-03-26,Killing_of_Daniel_Prude,0.0
2018-03-26,Killing_of_Deborah_Danner,0.0
2018-03-26,Killing_of_Gidone_Busch,0.0
2018-03-26,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-26,Killing_of_Randolph_Evans,0.0
2018-03-26,Killing_of_Sean_Bell,0.0
2018-03-27,Daniel_Prude,0.0
2018-03-27,Death_of_Anthony_Baez,0.0
2018-03-27,Death_of_Michael_Stewart,73.0
2018-03-27,Killing_of_Akai_Gurley,0.0
2018-03-27,Killing_of_Amadou_Diallo,0.0
2018-03-27,Killing_of_Daniel_Prude,0.0
2018-03-27,Killing_of_Deborah_Danner,0.0
2018-03-27,Killing_of_Gidone_Busch,0.0
2018-03-27,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-27,Killing_of_Randolph_Evans,0.0
2018-03-27,Killing_of_Sean_Bell,0.0
2018-03-28,Daniel_Prude,0.0
2018-03-28,Death_of_Anthony_Baez,0.0
2018-03-28,Death_of_Michael_Stewart,82.0
2018-03-28,Killing_of_Akai_Gurley,0.0
2018-03-28,Killing_of_Amadou_Diallo,0.0
2018-03-28,Killing_of_Daniel_Prude,0.0
2018-03-28,Killing_of_Deborah_Danner,0.0
2018-03-28,Killing_of_Gidone_Busch,0.0
2018-03-28,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-28,Killing_of_Randolph_Evans,0.0
2018-03-28,Killing_of_Sean_Bell,0.0
2018-03-29,Daniel_Prude,0.0
2018-03-29,Death_of_Anthony_Baez,0.0
2018-03-29,Death_of_Michael_Stewart,66.0
2018-03-29,Killing_of_Akai_Gurley,0.0
2018-03-29,Killing_of_Amadou_Diallo,0.0
2018-03-29,Killing_of_Daniel_Prude,0.0
2018-03-29,Killing_of_Deborah_Danner,0.0
2018-03-29,Killing_of_Gidone_Busch,0.0
2018-03-29,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-29,Killing_of_Randolph_Evans,0.0
2018-03-29,Killing_of_Sean_Bell,0.0
2018-03-30,Daniel_Prude,0.0
2018-03-30,Death_of_Anthony_Baez,0.0
2018-03-30,Death_of_Michael_Stewart,68.0
2018-03-30,Killing_of_Akai_Gurley,0.0
2018-03-30,Killing_of_Amadou_Diallo,0.0
2018-03-30,Killing_of_Daniel_Prude,0.0
2018-03-30,Killing_of_Deborah_Danner,0.0
2018-03-30,Killing_of_Gidone_Busch,0.0
2018-03-30,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-30,Killing_of_Randolph_Evans,0.0
2018-03-30,Killing_of_Sean_Bell,0.0
2018-03-31,Daniel_Prude,0.0
2018-03-31,Death_of_Anthony_Baez,0.0
2018-03-31,Death_of_Michael_Stewart,49.0
2018-03-31,Killing_of_Akai_Gurley,0.0
2018-03-31,Killing_of_Amadou_Diallo,0.0
2018-03-31,Killing_of_Daniel_Prude,0.0
2018-03-31,Killing_of_Deborah_Danner,0.0
2018-03-31,Killing_of_Gidone_Busch,0.0
2018-03-31,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-03-31,Killing_of_Randolph_Evans,0.0
2018-03-31,Killing_of_Sean_Bell,0.0
2018-04-01,Daniel_Prude,0.0
2018-04-01,Death_of_Anthony_Baez,0.0
2018-04-01,Death_of_Michael_Stewart,59.0
2018-04-01,Killing_of_Akai_Gurley,0.0
2018-04-01,Killing_of_Amadou_Diallo,0.0
2018-04-01,Killing_of_Daniel_Prude,0.0
2018-04-01,Killing_of_Deborah_Danner,0.0
2018-04-01,Killing_of_Gidone_Busch,0.0
2018-04-01,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-01,Killing_of_Randolph_Evans,0.0
2018-04-01,Killing_of_Sean_Bell,0.0
2018-04-02,Daniel_Prude,0.0
2018-04-02,Death_of_Anthony_Baez,0.0
2018-04-02,Death_of_Michael_Stewart,73.0
2018-04-02,Killing_of_Akai_Gurley,0.0
2018-04-02,Killing_of_Amadou_Diallo,0.0
2018-04-02,Killing_of_Daniel_Prude,0.0
2018-04-02,Killing_of_Deborah_Danner,0.0
2018-04-02,Killing_of_Gidone_Busch,0.0
2018-04-02,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-02,Killing_of_Randolph_Evans,0.0
2018-04-02,Killing_of_Sean_Bell,0.0
2018-04-03,Daniel_Prude,0.0
2018-04-03,Death_of_Anthony_Baez,0.0
2018-04-03,Death_of_Michael_Stewart,80.0
2018-04-03,Killing_of_Akai_Gurley,0.0
2018-04-03,Killing_of_Amadou_Diallo,0.0
2018-04-03,Killing_of_Daniel_Prude,0.0
2018-04-03,Killing_of_Deborah_Danner,0.0
2018-04-03,Killing_of_Gidone_Busch,0.0
2018-04-03,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-03,Killing_of_Randolph_Evans,0.0
2018-04-03,Killing_of_Sean_Bell,0.0
2018-04-04,Daniel_Prude,0.0
2018-04-04,Death_of_Anthony_Baez,0.0
2018-04-04,Death_of_Michael_Stewart,61.0
2018-04-04,Killing_of_Akai_Gurley,0.0
2018-04-04,Killing_of_Amadou_Diallo,0.0
2018-04-04,Killing_of_Daniel_Prude,0.0
2018-04-04,Killing_of_Deborah_Danner,0.0
2018-04-04,Killing_of_Gidone_Busch,0.0
2018-04-04,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-04,Killing_of_Randolph_Evans,0.0
2018-04-04,Killing_of_Sean_Bell,0.0
2018-04-05,Daniel_Prude,0.0
2018-04-05,Death_of_Anthony_Baez,0.0
2018-04-05,Death_of_Michael_Stewart,88.0
2018-04-05,Killing_of_Akai_Gurley,0.0
2018-04-05,Killing_of_Amadou_Diallo,0.0
2018-04-05,Killing_of_Daniel_Prude,0.0
2018-04-05,Killing_of_Deborah_Danner,0.0
2018-04-05,Killing_of_Gidone_Busch,0.0
2018-04-05,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-05,Killing_of_Randolph_Evans,0.0
2018-04-05,Killing_of_Sean_Bell,0.0
2018-04-06,Daniel_Prude,0.0
2018-04-06,Death_of_Anthony_Baez,0.0
2018-04-06,Death_of_Michael_Stewart,87.0
2018-04-06,Killing_of_Akai_Gurley,0.0
2018-04-06,Killing_of_Amadou_Diallo,0.0
2018-04-06,Killing_of_Daniel_Prude,0.0
2018-04-06,Killing_of_Deborah_Danner,0.0
2018-04-06,Killing_of_Gidone_Busch,0.0
2018-04-06,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-06,Killing_of_Randolph_Evans,0.0
2018-04-06,Killing_of_Sean_Bell,0.0
2018-04-07,Daniel_Prude,0.0
2018-04-07,Death_of_Anthony_Baez,0.0
2018-04-07,Death_of_Michael_Stewart,56.0
2018-04-07,Killing_of_Akai_Gurley,0.0
2018-04-07,Killing_of_Amadou_Diallo,0.0
2018-04-07,Killing_of_Daniel_Prude,0.0
2018-04-07,Killing_of_Deborah_Danner,0.0
2018-04-07,Killing_of_Gidone_Busch,0.0
2018-04-07,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-07,Killing_of_Randolph_Evans,0.0
2018-04-07,Killing_of_Sean_Bell,0.0
2018-04-08,Daniel_Prude,0.0
2018-04-08,Death_of_Anthony_Baez,0.0
2018-04-08,Death_of_Michael_Stewart,59.0
2018-04-08,Killing_of_Akai_Gurley,0.0
2018-04-08,Killing_of_Amadou_Diallo,0.0
2018-04-08,Killing_of_Daniel_Prude,0.0
2018-04-08,Killing_of_Deborah_Danner,0.0
2018-04-08,Killing_of_Gidone_Busch,0.0
2018-04-08,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-08,Killing_of_Randolph_Evans,0.0
2018-04-08,Killing_of_Sean_Bell,0.0
2018-04-09,Daniel_Prude,0.0
2018-04-09,Death_of_Anthony_Baez,0.0
2018-04-09,Death_of_Michael_Stewart,64.0
2018-04-09,Killing_of_Akai_Gurley,0.0
2018-04-09,Killing_of_Amadou_Diallo,0.0
2018-04-09,Killing_of_Daniel_Prude,0.0
2018-04-09,Killing_of_Deborah_Danner,0.0
2018-04-09,Killing_of_Gidone_Busch,0.0
2018-04-09,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-09,Killing_of_Randolph_Evans,0.0
2018-04-09,Killing_of_Sean_Bell,0.0
2018-04-10,Daniel_Prude,0.0
2018-04-10,Death_of_Anthony_Baez,0.0
2018-04-10,Death_of_Michael_Stewart,84.0
2018-04-10,Killing_of_Akai_Gurley,0.0
2018-04-10,Killing_of_Amadou_Diallo,0.0
2018-04-10,Killing_of_Daniel_Prude,0.0
2018-04-10,Killing_of_Deborah_Danner,0.0
2018-04-10,Killing_of_Gidone_Busch,0.0
2018-04-10,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-10,Killing_of_Randolph_Evans,0.0
2018-04-10,Killing_of_Sean_Bell,0.0
2018-04-11,Daniel_Prude,0.0
2018-04-11,Death_of_Anthony_Baez,0.0
2018-04-11,Death_of_Michael_Stewart,70.0
2018-04-11,Killing_of_Akai_Gurley,0.0
2018-04-11,Killing_of_Amadou_Diallo,0.0
2018-04-11,Killing_of_Daniel_Prude,0.0
2018-04-11,Killing_of_Deborah_Danner,0.0
2018-04-11,Killing_of_Gidone_Busch,0.0
2018-04-11,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-11,Killing_of_Randolph_Evans,0.0
2018-04-11,Killing_of_Sean_Bell,0.0
2018-04-12,Daniel_Prude,0.0
2018-04-12,Death_of_Anthony_Baez,0.0
2018-04-12,Death_of_Michael_Stewart,67.0
2018-04-12,Killing_of_Akai_Gurley,0.0
2018-04-12,Killing_of_Amadou_Diallo,0.0
2018-04-12,Killing_of_Daniel_Prude,0.0
2018-04-12,Killing_of_Deborah_Danner,0.0
2018-04-12,Killing_of_Gidone_Busch,0.0
2018-04-12,Killing_of_Kenneth_Chamberlain_Sr.,0.0
2018-04-12,Killing_of_Randolph_Evans,0.0
2018-04-12,Killing_of_Sean_Bell,0.0
2018-04-13,Daniel_Prude,0.0
2018-04-13,Death_of_Anthony_Baez,0.0
2018-04-13,Death_of_Michael_Stewart,55.0
2018-04-13,Killing_of_Akai_Gurley,0.0
2018-04-13,Killing_of_Amadou_Diallo,0.0
2018-04-13,Killing_of_Daniel_Prude,0.0
2018-04-13,Killing_of_Deborah_Danner,0.0
2018-04-13,Killing_of_Gidone_Busch,0.0
