date,sum,max,n_articles
2016-07-28,52382,50958,38
2016-07-29,27475,26385,37
2016-07-30,20162,19409,37
2016-07-31,18137,17302,37
2016-08-01,17814,17007,37
2016-08-02,21649,20619,37
2016-08-03,17779,16844,39
2016-08-04,18957,17930,38
2016-08-05,20645,19490,38
2016-08-06,15694,14904,39
2016-08-07,12552,11919,39
2016-08-08,12235,11627,38
2016-08-09,17895,17137,38
2016-08-10,20290,19518,38
2016-08-11,14231,13596,39
2016-08-12,11220,10574,38
2016-08-13,9263,8835,38
2016-08-14,13664,13031,39
2016-08-15,17140,16454,39
2016-08-16,15762,15097,38
2016-08-17,14666,13980,38
2016-08-18,16548,15832,38
2016-08-19,14643,14059,38
2016-08-20,12973,12549,38
2016-08-21,12767,11928,38
2016-08-22,12024,11527,39
2016-08-23,12167,11668,39
2016-08-24,12765,12218,39
2016-08-25,12376,11863,39
2016-08-26,10118,9611,38
2016-08-27,8927,8522,38
2016-08-28,11352,10859,38
2016-08-29,18811,17990,38
2016-08-30,20230,19393,38
2016-08-31,25901,24900,39
2016-09-01,19667,18864,39
2016-09-02,17242,16559,38
2016-09-03,11748,11201,38
2016-09-04,11681,11047,39
2016-09-05,12765,12041,39
2016-09-06,14598,13820,39
2016-09-07,15472,14721,39
2016-09-08,15076,14441,38
2016-09-09,12843,12251,38
2016-09-10,9821,9277,38
2016-09-11,10790,10205,39
2016-09-12,17624,16973,38
2016-09-13,17398,16653,39
2016-09-14,15560,14775,39
2016-09-15,40176,38835,38
2016-09-16,23708,22988,38
2016-09-17,12939,12335,38
2016-09-18,12410,11838,39
2016-09-19,16893,16121,40
2016-09-20,49759,48024,39
2016-09-21,58113,55428,41
2016-09-22,87570,83232,41
2016-09-23,85818,80332,40
2016-09-24,57594,54583,40
2016-09-25,47457,45184,40
2016-09-26,38586,36621,40
2016-09-27,27383,26153,40
2016-09-28,27644,26355,42
2016-09-29,28022,26593,42
2016-09-30,21986,20737,42
2016-10-01,16867,15508,42
2016-10-02,16532,15674,42
2016-10-03,20383,19481,42
2016-10-04,21676,20706,42
2016-10-05,27316,26390,42
2016-10-06,19240,18574,42
2016-10-07,15917,15222,42
2016-10-08,11611,11011,42
2016-10-09,13128,12531,42
2016-10-10,13564,13006,42
2016-10-11,14968,14292,42
2016-10-12,17404,16590,42
2016-10-13,17238,16442,42
2016-10-14,13207,12663,43
2016-10-15,10093,9581,42
2016-10-16,11041,10542,43
2016-10-17,14142,13466,42
2016-10-18,15196,14481,42
2016-10-19,14029,13535,44
2016-10-20,12557,11942,43
2016-10-21,12203,11668,43
2016-10-22,11903,11450,42
2016-10-23,11450,11034,43
2016-10-24,14972,14445,43
2016-10-25,14931,14361,44
2016-10-26,14994,14481,44
2016-10-27,15979,15432,43
2016-10-28,15107,14557,43
2016-10-29,10450,10051,44
2016-10-30,10836,10401,44
2016-10-31,16253,15645,44
2016-11-01,13824,13278,44
2016-11-02,17048,16451,43
2016-11-03,18986,18349,44
2016-11-04,16860,16365,43
2016-11-05,10920,10442,43
2016-11-06,13418,12937,44
2016-11-07,15758,15173,44
2016-11-08,14743,14165,44
2016-11-09,14039,13547,44
2016-11-10,16550,15910,43
2016-11-11,15106,14610,43
2016-11-12,17233,16665,44
2016-11-13,16073,15539,44
2016-11-14,16209,15634,43
2016-11-15,15804,15135,44
2016-11-16,36993,36110,43
2016-11-17,24632,24006,43
2016-11-18,13348,13052,44
2016-11-19,8733,8547,43
2016-11-20,9782,9538,44
2016-11-21,12766,12493,44
2016-11-22,14087,13785,44
2016-11-23,13368,13134,43
2016-11-24,9401,9197,43
2016-11-25,9651,9447,44
2016-11-26,9218,8986,44
2016-11-27,9616,9367,43
2016-11-28,13309,12998,45
2016-11-29,14924,14589,45
2016-11-30,45409,44896,44
2016-12-01,25917,25525,44
2016-12-02,28183,27718,43
2016-12-03,27215,26751,43
2016-12-04,15220,14853,43
2016-12-05,36013,35376,43
2016-12-06,46389,45701,43
2016-12-07,22151,21784,44
2016-12-08,19338,18931,44
2016-12-09,18131,17822,45
2016-12-10,12681,12417,45
2016-12-11,11262,11053,44
2016-12-12,13237,12965,44
2016-12-13,12167,11909,44
2016-12-14,12352,12081,45
2016-12-15,12783,12484,45
2016-12-16,11523,11266,44
2016-12-17,7328,7142,45
2016-12-18,7690,7478,44
2016-12-19,9740,9478,44
2016-12-20,8620,8433,45
2016-12-21,7992,7797,44
2016-12-22,8116,7901,45
2016-12-23,7407,7239,44
2016-12-24,6160,6006,45
2016-12-25,5193,5074,44
2016-12-26,5992,5844,44
2016-12-27,7175,6987,45
2016-12-28,9102,8877,43
2016-12-29,8063,7834,45
2016-12-30,7567,7400,44
2016-12-31,7390,7199,44
2017-01-01,7130,6948,44
2017-01-02,9788,9574,45
2017-01-03,9136,8933,44
2017-01-04,8984,8820,44
2017-01-05,11538,11284,44
2017-01-06,11163,10917,44
2017-01-07,9006,8818,45
2017-01-08,9136,8942,44
2017-01-09,9302,9072,45
2017-01-10,11946,11745,45
2017-01-11,15757,15487,43
2017-01-12,13097,12856,44
2017-01-13,13700,13431,45
2017-01-14,11340,11123,44
2017-01-15,10107,9877,44
2017-01-16,9998,9792,43
2017-01-17,10772,10526,44
2017-01-18,11341,11093,45
2017-01-19,11564,11360,45
2017-01-20,9581,9384,45
2017-01-21,19828,19588,44
2017-01-22,11817,11615,45
2017-01-23,11428,11183,44
2017-01-24,11799,11581,45
2017-01-25,11507,11275,45
2017-01-26,10442,10228,44
2017-01-27,9024,8818,44
2017-01-28,7697,7487,44
2017-01-29,7801,7614,44
2017-01-30,9519,9289,45
2017-01-31,9937,9676,44
2017-02-01,10492,10270,45
2017-02-02,10539,10315,45
2017-02-03,10105,9843,44
2017-02-04,8973,8804,44
2017-02-05,9207,8984,45
2017-02-06,9878,9653,44
2017-02-07,28967,28648,44
2017-02-08,49107,48752,44
2017-02-09,15549,15296,45
2017-02-10,11725,11467,45
2017-02-11,9101,8919,44
2017-02-12,10178,9958,44
2017-02-13,11936,11709,44
2017-02-14,10366,10152,44
2017-02-15,10365,10146,45
2017-02-16,10751,10567,45
2017-02-17,9226,9036,44
2017-02-18,7984,7813,44
2017-02-19,9366,9183,45
2017-02-20,9696,9479,44
2017-02-21,11539,11315,45
2017-02-22,10743,10526,44
2017-02-23,11228,10979,44
2017-02-24,10194,9977,44
2017-02-25,8439,8259,44
2017-02-26,9370,9161,45
2017-02-27,11769,11504,44
2017-02-28,11955,11705,44
2017-03-01,11313,11063,44
2017-03-02,11287,11037,44
2017-03-03,9354,9145,44
2017-03-04,7349,7159,44
2017-03-05,8087,7899,44
2017-03-06,10242,10001,44
2017-03-07,11101,10853,45
2017-03-08,9959,9767,44
2017-03-09,12441,12204,44
2017-03-10,12868,12651,45
2017-03-11,7328,7201,44
2017-03-12,18095,17821,44
2017-03-13,29695,29382,44
2017-03-14,20229,19961,44
2017-03-15,15919,15668,44
2017-03-16,12045,11791,45
2017-03-17,9781,9577,45
2017-03-18,7333,7150,44
2017-03-19,8070,7876,45
2017-03-20,10657,10421,44
2017-03-21,11015,10728,45
2017-03-22,10414,10216,45
2017-03-23,10477,10273,44
2017-03-24,11431,11219,45
2017-03-25,7501,7292,45
2017-03-26,9265,9059,44
2017-03-27,10716,10456,44
2017-03-28,10337,10100,45
2017-03-29,10056,9848,44
2017-03-30,9719,9512,45
2017-03-31,8510,8338,45
2017-04-01,6634,6499,44
2017-04-02,11462,11226,45
2017-04-03,13446,13138,44
2017-04-04,10566,10232,44
2017-04-05,13140,12525,44
2017-04-06,13055,12472,44
2017-04-07,8908,8652,45
2017-04-08,6786,6565,44
2017-04-09,7062,6858,44
2017-04-10,8935,8696,44
2017-04-11,10214,10004,45
2017-04-12,10330,10009,45
2017-04-13,10548,10297,45
2017-04-14,7839,7629,45
2017-04-15,6415,6233,45
2017-04-16,8315,8107,45
2017-04-17,10158,9934,45
2017-04-18,10343,10107,45
2017-04-19,12265,12025,45
2017-04-20,10714,10468,45
2017-04-21,8597,8401,45
2017-04-22,7779,7619,45
2017-04-23,8861,8664,44
2017-04-24,12097,11820,45
2017-04-25,13852,13578,44
2017-04-26,13494,13243,44
2017-04-27,11913,11660,44
2017-04-28,9741,9554,45
2017-04-29,8729,8525,45
2017-04-30,9439,9254,45
2017-05-01,13837,13509,44
2017-05-02,32997,32397,46
2017-05-03,61068,60300,45
2017-05-04,27476,27104,45
2017-05-05,16921,16628,46
2017-05-06,17920,17685,46
2017-05-07,17278,17033,46
2017-05-08,17343,17082,46
2017-05-09,15204,14923,46
2017-05-10,13040,12815,46
2017-05-11,11472,11304,46
2017-05-12,11028,10819,45
2017-05-13,8862,8677,46
2017-05-14,10187,9995,46
2017-05-15,11686,11493,45
2017-05-16,11789,11549,45
2017-05-17,16338,16085,46
2017-05-18,30149,29751,46
2017-05-19,15729,15480,45
2017-05-20,10969,10787,45
2017-05-21,11363,11185,46
2017-05-22,11142,10912,46
2017-05-23,12150,11940,46
2017-05-24,9300,9121,44
2017-05-25,9831,9629,46
2017-05-26,7969,7802,46
2017-05-27,6141,6021,46
2017-05-28,7227,7063,45
2017-05-29,7753,7562,46
2017-05-30,20977,20637,46
2017-05-31,16005,15719,45
2017-06-01,11471,11251,45
2017-06-02,8930,8754,46
2017-06-03,7317,7146,45
2017-06-04,7503,7314,46
2017-06-05,8253,8083,45
2017-06-06,8779,8546,46
2017-06-07,8225,8006,45
2017-06-08,9109,8897,46
2017-06-09,7325,7139,46
2017-06-10,7085,6831,46
2017-06-11,6536,6268,46
2017-06-12,8628,8344,46
2017-06-13,8131,7869,46
2017-06-14,9143,8893,46
2017-06-15,8317,8066,46
2017-06-16,53747,53060,45
2017-06-17,157975,156661,46
2017-06-18,77281,76494,46
2017-06-19,53482,52807,46
2017-06-20,67335,66434,46
2017-06-21,156996,155276,46
2017-06-22,156303,154829,46
2017-06-23,110234,109226,46
2017-06-24,55160,54586,45
2017-06-25,35606,35196,45
2017-06-26,41742,41156,46
2017-06-27,29796,29337,46
2017-06-28,28454,28062,45
2017-06-29,20099,19750,46
2017-06-30,15178,14888,46
2017-07-01,11646,11423,46
2017-07-02,11194,10996,45
2017-07-03,11497,11260,46
2017-07-04,10936,10715,46
2017-07-05,11481,11243,46
2017-07-06,13253,12997,46
2017-07-07,11699,11483,46
2017-07-08,9529,9337,46
2017-07-09,9025,8854,46
2017-07-10,10051,9801,46
2017-07-11,13785,13429,46
2017-07-12,11017,10749,45
2017-07-13,10779,10556,46
2017-07-14,12113,11883,46
2017-07-15,9424,9251,46
2017-07-16,8358,8167,46
2017-07-17,15114,14829,46
2017-07-18,20563,20220,46
2017-07-19,16225,15937,46
2017-07-20,12320,12043,46
2017-07-21,13275,12919,46
2017-07-22,16548,16173,46
2017-07-23,11661,11434,46
2017-07-24,11744,11506,46
2017-07-25,10581,10358,46
2017-07-26,9827,9625,46
2017-07-27,9104,8874,46
2017-07-28,8649,8474,46
2017-07-29,8203,8055,46
2017-07-30,7975,7794,46
2017-07-31,8256,8095,46
2017-08-01,8662,8488,46
2017-08-02,10646,10438,46
2017-08-03,9036,8890,46
2017-08-04,9094,8931,46
2017-08-05,9037,8894,46
2017-08-06,9839,9692,46
2017-08-07,10095,9891,46
2017-08-08,8273,8087,46
2017-08-09,25291,24985,46
2017-08-10,15088,14860,46
2017-08-11,10375,10171,46
2017-08-12,9634,9378,46
2017-08-13,12921,12569,46
2017-08-14,11488,11225,46
2017-08-15,11132,10804,46
2017-08-16,11843,11561,46
2017-08-17,10612,10331,46
2017-08-18,8627,8402,46
2017-08-19,7565,7397,46
2017-08-20,7857,7685,45
2017-08-21,9896,9709,46
2017-08-22,7551,7375,46
2017-08-23,7474,7288,46
2017-08-24,7351,7195,46
2017-08-25,7741,7567,46
2017-08-26,6057,5916,46
2017-08-27,6370,6204,46
2017-08-28,7699,7509,46
2017-08-29,7517,7368,46
2017-08-30,7992,7777,46
2017-08-31,7819,7632,46
2017-09-01,9240,9064,46
2017-09-02,8568,8386,46
2017-09-03,8816,8627,46
2017-09-04,9397,9252,46
2017-09-05,8383,8183,46
2017-09-06,9317,9102,46
2017-09-07,8946,8754,46
2017-09-08,7224,7071,46
2017-09-09,5328,5185,46
2017-09-10,7454,7303,45
2017-09-11,10180,9999,46
2017-09-12,11742,11531,46
2017-09-13,19047,18770,46
2017-09-14,11361,11148,45
2017-09-15,14034,13823,46
2017-09-16,13677,13443,46
2017-09-17,11337,11100,46
2017-09-18,11975,11730,46
2017-09-19,11596,11342,46
2017-09-20,11248,11039,46
2017-09-21,10774,10544,45
2017-09-22,8782,8618,46
2017-09-23,8084,7910,46
2017-09-24,17867,17589,46
2017-09-25,36452,35994,46
2017-09-26,39845,39319,46
2017-09-27,30781,30335,45
2017-09-28,24967,24610,46
2017-09-29,19386,19079,45
2017-09-30,14270,14057,46
2017-10-01,13918,13682,46
2017-10-02,15175,14901,46
2017-10-03,16134,15829,46
2017-10-04,13296,13036,46
2017-10-05,13489,13253,47
2017-10-06,11885,11609,46
2017-10-07,8729,8539,47
2017-10-08,9380,9195,47
2017-10-09,12425,12136,47
2017-10-10,12742,12479,47
2017-10-11,14617,14336,46
2017-10-12,13103,12859,47
2017-10-13,14027,13643,47
2017-10-14,21366,20799,47
2017-10-15,16360,15963,47
2017-10-16,36168,35775,47
2017-10-17,46176,45872,47
2017-10-18,26970,26703,47
2017-10-19,19782,19545,47
2017-10-20,13905,13701,47
2017-10-21,10553,10353,47
2017-10-22,9980,9810,47
2017-10-23,14415,14124,47
2017-10-24,13070,12822,47
2017-10-25,11978,11760,47
2017-10-26,11997,11804,47
2017-10-27,10435,10252,47
2017-10-28,8423,8250,47
2017-10-29,10539,10320,47
2017-10-30,14344,14074,47
2017-10-31,16674,16434,47
2017-11-01,15173,14943,47
2017-11-02,11525,11265,47
2017-11-03,9738,9583,47
2017-11-04,6904,6742,47
2017-11-05,8472,8277,47
2017-11-06,11455,11225,47
2017-11-07,12319,12069,47
2017-11-08,11528,11286,47
2017-11-09,10464,10256,47
2017-11-10,8929,8776,47
2017-11-11,6913,6752,47
2017-11-12,7501,7337,47
2017-11-13,10351,10154,47
2017-11-14,10673,10450,47
2017-11-15,10685,10466,47
2017-11-16,9957,9749,47
2017-11-17,9480,9305,47
2017-11-18,6662,6524,46
2017-11-19,8118,7956,47
2017-11-20,11161,10954,47
2017-11-21,16013,15755,47
2017-11-22,21895,21660,47
2017-11-23,21365,21156,47
2017-11-24,12178,11993,47
2017-11-25,11951,11778,46
2017-11-26,12759,12559,47
2017-11-27,14008,13760,47
2017-11-28,11386,11168,47
2017-11-29,12479,12260,47
2017-11-30,13202,12993,47
2017-12-01,11678,11463,47
2017-12-02,7917,7782,47
2017-12-03,9239,9061,47
2017-12-04,15328,15046,47
2017-12-05,14125,13866,47
2017-12-06,13992,13775,47
2017-12-07,45229,44461,47
2017-12-08,197671,196180,47
2017-12-09,236971,231798,47
2017-12-10,109998,107227,47
2017-12-11,84998,84028,47
2017-12-12,51765,51049,47
2017-12-13,41446,40935,47
2017-12-14,28522,28164,47
2017-12-15,18243,18007,47
2017-12-16,13786,13609,47
2017-12-17,13362,13103,46
2017-12-18,15158,14858,47
2017-12-19,13106,12855,47
2017-12-20,11144,10944,46
2017-12-21,10625,10413,47
2017-12-22,8752,7765,47
2017-12-23,8472,7239,47
2017-12-24,7806,6869,47
2017-12-25,16444,14951,47
2017-12-26,15078,14039,46
2017-12-27,10196,9361,47
2017-12-28,24817,23764,47
2017-12-29,20007,19250,47
2017-12-30,64418,58793,47
2017-12-31,51680,44549,47
2018-01-01,18238,15282,47
2018-01-02,18871,16041,47
2018-01-03,20725,18941,47
2018-01-04,15319,14033,47
2018-01-05,11266,10717,47
2018-01-06,9338,8906,47
2018-01-07,9292,8850,47
2018-01-08,10127,9637,47
2018-01-09,11705,11138,47
2018-01-10,11119,10693,46
2018-01-11,11111,10730,47
2018-01-12,11422,11140,47
2018-01-13,8413,8126,47
2018-01-14,8921,8631,47
2018-01-15,10862,10507,47
2018-01-16,12488,12024,47
